418,706,1,20,68,normal
876,257,6,53,80,normal
290,452,6,53,22,normal
923,565,17,53,20,normal
566,38,6,25,23,normal
863,291,6,443,25,normal
341,84,6,20,80,normal
78,20,6,53,22,normal
351,454,6,20,443,normal
18,88,1,22,53,normal
44,52,6,22,53,normal
82,10,17,80,80,normal
336,369,17,22,80,normal
330,226,17,22,79,normal
736,347,6,22,20,normal
44,528,6,80,80,normal
918,859,89,20,80,normal
970,99,17,22,25,normal
871,773,89,80,443,normal
719,146,6,53,25,normal
730,407,1,79,53,normal
477,894,89,443,22,normal
965,651,6,22,443,normal
483,859,6,20,23,normal
586,339,6,23,20,normal
908,356,17,443,80,normal
722,629,89,80,25,normal
660,34,6,20,80,normal
42,1,17,22,53,normal
619,83,17,80,53,normal
804,725,6,25,23,normal
438,462,6,53,53,normal
562,878,17,443,22,normal
893,756,17,443,53,normal
288,448,17,79,80,normal
55,294,6,53,53,normal
385,52,17,80,53,normal
377,114,17,25,23,normal
38,517,6,443,443,normal
244,869,89,23,22,normal
651,380,89,443,20,normal
267,744,1,80,53,normal
943,573,1,22,68,normal
553,530,6,79,23,normal
265,87,17,22,79,normal
605,699,17,443,443,normal
640,60,6,22,22,normal
948,239,6,80,53,normal
604,784,6,23,80,normal
988,826,6,53,79,normal
122,864,17,23,53,normal
476,711,17,23,20,normal
155,621,6,443,20,normal
840,357,17,23,80,normal
64,789,17,53,23,normal
50,640,6,68,53,normal
551,529,1,443,79,normal
374,87,6,53,53,normal
657,139,6,443,22,normal
469,587,17,80,23,normal
575,341,1,23,68,normal
830,732,17,80,443,normal
187,23,17,25,443,normal
84,174,17,53,80,normal
662,359,1,80,443,normal
204,858,17,53,20,normal
751,806,17,80,3,anomaly
463,593,17,68,23,normal
960,363,6,443,53,normal
903,246,6,22,80,normal
511,372,6,68,80,normal
354,90,6,68,23,normal
708,389,1,53,80,normal
266,855,6,443,443,normal
421,891,17,80,80,normal
387,291,6,79,443,normal
694,876,6,20,80,normal
216,901,6,23,23,normal
807,42,6,443,22,normal
718,350,6,53,20,normal
66,904,17,80,53,normal
770,626,6,25,53,normal
714,694,17,20,23,normal
526,246,17,79,20,normal
482,949,17,20,25,normal
698,663,6,22,22,normal
101,918,17,80,80,normal
297,623,6,23,53,normal
517,413,17,53,20,normal
884,727,6,53,53,normal
704,599,1,22,20,normal
716,842,17,25,53,normal
536,350,17,20,68,normal
521,493,6,80,20,normal
935,78,17,80,53,normal
899,38,17,80,80,normal
476,101,17,23,80,normal
96,670,17,443,23,normal
356,798,6,80,80,normal
637,495,6,25,443,normal
902,129,17,22,53,normal
162,78,6,80,68,normal
591,500,6,80,68,normal
670,764,6,443,443,normal
62,772,6,22,25,normal
656,500,17,80,22,normal
150,571,17,80,25,normal
570,692,17,23,22,normal
413,912,89,53,80,normal
183,539,6,80,20,normal
604,419,6,25,53,normal
391,815,17,80,20,normal
984,1000,17,68,53,normal
613,168,17,22,53,normal
293,370,6,25,20,normal
699,852,17,23,80,normal
543,938,17,22,80,normal
242,883,17,23,68,normal
921,319,6,80,25,normal
94,945,6,80,443,normal
848,670,6,20,53,normal
641,38,6,68,443,normal
800,354,17,22,20,normal
605,215,17,53,80,normal
315,682,6,443,80,normal
342,273,17,80,22,normal
26,368,17,25,53,normal
944,383,6,80,20,normal
383,908,17,20,20,normal
593,899,6,53,22,normal
444,41,1,79,53,normal
476,526,89,23,22,normal
677,278,17,80,443,normal
365,368,6,25,23,normal
771,373,1,25,68,normal
519,538,17,25,68,normal
885,904,1,80,25,normal
994,24,6,79,23,normal
301,776,6,23,23,normal
686,818,1,53,25,normal
522,961,1,22,22,normal
273,961,1,22,23,normal
518,116,17,53,80,normal
609,804,6,68,80,normal
956,865,6,53,80,normal
70,960,6,20,20,normal
714,340,6,53,53,normal
965,243,1,23,25,normal
596,884,17,80,68,normal
547,751,17,20,53,normal
164,245,17,53,80,normal
461,114,6,68,53,normal
976,621,6,443,443,normal
201,560,6,443,20,normal
595,667,17,80,22,normal
16,103,6,80,80,normal
602,611,89,53,25,normal
627,681,17,20,80,normal
998,205,6,22,443,normal
29,763,6,443,53,normal
150,969,17,22,22,normal
563,75,6,53,53,normal
354,971,17,68,53,normal
94,486,6,80,80,normal
187,135,6,80,53,normal
303,467,17,22,22,normal
464,266,6,23,25,normal
315,866,6,443,80,normal
47,858,17,20,80,normal
868,201,6,22,53,normal
152,850,6,53,22,normal
146,760,17,80,79,normal
282,199,17,80,80,normal
394,42,6,53,20,normal
386,918,17,53,80,normal
146,649,6,25,20,normal
137,819,1,80,20,normal
585,8,89,22,25,normal
949,119,6,53,23,normal
820,274,6,20,23,normal
15,520,17,23,22,normal
598,999,17,53,443,normal
631,620,6,53,80,normal
951,887,17,53,80,normal
40,175,6,80,20,normal
344,490,6,53,53,normal
912,806,17,53,9,anomaly
589,864,6,80,53,normal
374,175,17,53,22,normal
533,972,6,23,25,normal
835,984,17,23,53,normal
252,841,17,20,25,normal
605,182,17,22,53,normal
406,588,6,80,53,normal
144,902,17,80,53,normal
42,366,17,25,22,normal
113,278,6,79,80,normal
850,883,6,22,68,normal
709,94,89,20,79,normal
457,748,6,22,80,normal
298,691,17,53,443,normal
135,941,17,80,68,normal
493,147,17,80,23,normal
414,153,6,22,80,normal
173,705,17,22,443,normal
252,406,17,23,25,normal
56,152,17,20,80,normal
22,137,17,53,80,normal
33,389,6,53,23,normal
933,811,17,80,23,normal
111,496,17,79,443,normal
916,702,6,80,20,normal
488,499,1,25,25,normal
533,617,1,23,80,normal
883,549,1,53,25,normal
284,568,6,443,23,normal
457,760,17,20,20,normal
571,73,1,80,23,normal
620,552,17,53,80,normal
994,836,17,23,53,normal
230,595,6,22,80,normal
624,532,6,23,80,normal
164,414,17,443,23,normal
866,48,17,80,80,normal
104,223,17,53,443,normal
437,470,6,443,53,normal
742,942,6,53,25,normal
86,962,17,25,80,normal
62,903,6,22,53,normal
872,317,6,53,20,normal
496,792,17,80,68,normal
227,187,6,80,79,normal
180,544,6,22,20,normal
55,498,6,79,443,normal
837,587,6,80,22,normal
326,575,6,443,80,normal
972,460,17,80,443,normal
483,603,6,20,443,normal
943,779,6,22,443,normal
350,259,6,23,443,normal
644,263,17,443,80,normal
296,331,1,22,443,normal
467,355,17,80,80,normal
667,720,6,20,23,normal
694,36,17,80,53,normal
613,503,6,80,80,normal
244,583,17,443,68,normal
588,55,17,80,68,normal
250,472,17,79,53,normal
159,982,17,53,79,normal
516,806,17,25,8,anomaly
439,887,6,22,443,normal
656,245,89,443,25,normal
75,475,89,53,20,normal
557,683,6,79,53,normal
55,483,6,20,22,normal
753,936,89,80,80,normal
763,194,17,23,20,normal
731,144,17,53,53,normal
153,264,89,80,80,normal
559,579,17,22,79,normal
547,560,6,80,79,normal
978,425,17,80,22,normal
943,444,6,25,53,normal
880,970,17,443,443,normal
370,491,17,80,23,normal
295,858,6,53,79,normal
279,166,6,25,25,normal
136,677,6,443,68,normal
212,166,6,80,20,normal
560,57,17,25,80,normal
653,927,6,23,68,normal
349,991,6,80,443,normal
565,698,6,68,80,normal
378,144,17,23,80,normal
207,799,6,53,20,normal
274,17,6,79,22,normal
685,90,17,23,53,normal
237,338,17,53,20,normal
158,626,6,53,25,normal
635,23,17,68,79,normal
859,93,17,443,22,normal
811,378,6,443,53,normal
66,929,17,22,25,normal
159,512,17,25,20,normal
377,808,17,443,443,normal
291,274,1,80,53,normal
579,17,6,443,25,normal
629,392,17,80,79,normal
576,733,1,53,22,normal
860,942,6,20,79,normal
915,964,17,22,443,normal
701,949,6,443,443,normal
809,812,17,20,443,normal
907,433,17,22,443,normal
465,603,1,443,80,normal
373,213,6,53,80,normal
127,931,6,80,80,normal
308,526,6,22,22,normal
348,511,6,25,53,normal
155,266,6,80,80,normal
603,741,17,53,80,normal
285,392,89,80,80,normal
97,487,1,80,53,normal
934,106,6,443,443,normal
281,113,89,80,23,normal
649,17,6,80,20,normal
111,757,6,53,25,normal
510,966,6,20,23,normal
938,638,17,20,22,normal
461,668,6,53,25,normal
500,783,6,23,22,normal
907,59,89,80,20,normal
357,461,6,22,20,normal
30,222,17,53,443,normal
673,168,6,443,20,normal
545,751,6,443,80,normal
848,436,6,79,23,normal
916,250,17,53,23,normal
719,916,1,22,79,normal
233,927,6,22,80,normal
50,287,6,80,25,normal
870,711,17,23,80,normal
280,483,6,25,443,normal
297,672,17,443,443,normal
419,508,6,23,443,normal
121,894,6,80,25,normal
5,984,6,80,20,normal
503,808,6,80,22,normal
5,915,17,53,22,normal
562,914,17,23,443,normal
750,705,6,443,443,normal
894,675,6,23,25,normal
751,695,17,80,443,normal
443,13,17,22,443,normal
214,76,17,79,53,normal
144,402,17,443,20,normal
777,104,17,25,443,normal
927,789,6,80,22,normal
671,744,6,53,443,normal
730,280,17,443,25,normal
81,445,6,20,23,normal
887,54,6,80,80,normal
11,371,17,23,53,normal
247,399,17,79,443,normal
952,100,17,443,80,normal
628,998,6,68,68,normal
320,167,6,80,22,normal
271,555,17,22,53,normal
175,209,17,80,23,normal
744,183,6,79,443,normal
846,826,6,79,443,normal
658,558,1,23,68,normal
418,411,17,23,80,normal
396,374,17,80,53,normal
757,7,6,22,53,normal
703,452,17,23,80,normal
679,145,17,23,53,normal
72,288,1,53,25,normal
568,710,17,443,53,normal
940,15,17,25,23,normal
424,477,1,53,22,normal
119,796,6,80,25,normal
505,404,17,53,80,normal
951,682,6,79,25,normal
220,440,17,80,20,normal
72,217,17,53,25,normal
786,680,1,80,80,normal
956,957,6,25,68,normal
1000,549,6,80,53,normal
286,726,1,443,23,normal
299,976,1,80,79,normal
748,10,17,20,80,normal
802,412,17,23,25,normal
224,757,1,22,443,normal
688,888,6,79,53,normal
905,187,17,53,53,normal
976,656,6,68,25,normal
470,262,17,20,443,normal
990,768,17,443,443,normal
342,436,6,20,53,normal
579,246,6,22,20,normal
103,16,17,20,80,normal
957,674,6,53,68,normal
36,919,89,23,53,normal
566,609,1,20,80,normal
16,898,6,80,23,normal
253,545,6,443,443,normal
968,957,6,68,25,normal
136,177,17,25,25,normal
574,698,6,443,80,normal
809,705,1,80,23,normal
893,201,89,53,53,normal
981,116,17,23,23,normal
942,89,6,443,23,normal
79,514,17,443,80,normal
376,858,17,79,22,normal
102,505,89,443,20,normal
220,569,6,25,23,normal
541,929,1,80,79,normal
585,584,6,23,53,normal
978,72,17,80,53,normal
476,217,6,443,53,normal
756,828,17,20,53,normal
345,270,17,79,80,normal
987,868,17,53,80,normal
399,343,6,25,25,normal
542,730,6,68,23,normal
392,817,17,20,20,normal
948,143,6,23,22,normal
649,657,17,23,80,normal
703,144,6,22,443,normal
697,253,6,23,80,normal
426,367,17,20,80,normal
893,4,6,20,22,normal
102,899,6,79,22,normal
838,259,1,20,22,normal
668,328,17,22,25,normal
710,263,17,53,53,normal
225,202,17,79,443,normal
244,265,17,53,20,normal
238,595,6,23,23,normal
709,15,17,68,23,normal
120,711,6,20,23,normal
897,63,17,25,22,normal
708,387,17,53,22,normal
417,298,17,80,20,normal
532,669,6,23,23,normal
791,880,17,80,22,normal
726,978,17,80,22,normal
946,491,17,79,80,normal
53,285,1,25,22,normal
591,566,6,80,22,normal
793,242,17,443,53,normal
720,140,6,22,22,normal
112,83,17,22,80,normal
785,603,17,23,20,normal
734,843,6,68,53,normal
716,841,6,22,25,normal
28,362,6,79,79,normal
59,481,6,22,80,normal
452,439,6,80,53,normal
946,691,6,80,80,normal
939,296,17,80,53,normal
535,34,1,68,68,normal
682,971,17,79,23,normal
481,222,17,80,53,normal
344,466,17,22,443,normal
648,586,17,80,53,normal
769,454,17,68,79,normal
816,325,17,68,53,normal
938,442,17,80,443,normal
476,838,17,23,53,normal
580,915,6,20,80,normal
395,774,6,22,53,normal
335,806,17,53,12,anomaly
716,143,17,80,22,normal
583,353,17,80,80,normal
585,959,6,23,80,normal
833,551,89,80,22,normal
152,2,6,23,80,normal
994,744,17,25,25,normal
529,543,1,53,20,normal
475,266,6,80,53,normal
766,403,17,22,20,normal
89,933,17,80,25,normal
958,551,17,20,53,normal
399,424,17,443,25,normal
466,909,17,80,23,normal
961,779,6,68,20,normal
8,55,17,22,20,normal
890,274,89,25,68,normal
436,991,17,25,20,normal
401,204,1,443,23,normal
767,814,6,80,20,normal
173,905,1,80,25,normal
879,874,6,22,25,normal
622,537,6,53,25,normal
752,806,17,20,53,normal
913,344,6,25,80,normal
935,764,17,53,53,normal
870,926,17,22,25,normal
902,537,6,23,53,normal
694,40,17,68,53,normal
634,448,1,443,53,normal
664,932,6,25,68,normal
227,334,1,20,20,normal
789,543,6,53,80,normal
985,984,17,80,68,normal
158,583,1,79,25,normal
1907,713,17,23,22,anomaly
478,805,6,23,20,normal
204,280,17,53,53,normal
612,968,6,53,53,normal
371,364,6,22,53,normal
337,380,17,80,20,normal
922,465,6,443,22,normal
257,813,17,23,23,normal
912,663,6,53,20,normal
208,380,17,68,80,normal
514,340,6,80,53,normal
409,648,6,20,22,normal
785,89,1,25,443,normal
954,935,6,443,80,normal
90,818,89,443,79,normal
83,474,17,22,80,normal
582,107,6,23,80,normal
955,164,17,443,53,normal
842,717,6,22,22,normal
771,976,17,22,25,normal
808,24,89,22,20,normal
260,953,6,80,23,normal
424,883,6,20,22,normal
935,513,6,25,22,normal
103,853,6,20,53,normal
801,246,6,53,22,normal
599,973,6,25,443,normal
126,20,17,23,53,normal
872,821,17,79,25,normal
562,73,6,53,80,normal
970,485,6,80,53,normal
617,964,17,80,23,normal
581,286,17,443,20,normal
128,806,6,20,53,normal
909,9,17,80,68,normal
4,945,6,80,20,normal
846,621,17,443,80,normal
723,507,6,80,23,normal
41,275,17,68,23,normal
210,653,17,443,443,normal
723,321,6,53,20,normal
898,640,17,23,68,normal
494,946,17,23,79,normal
81,949,17,443,22,normal
956,261,6,20,23,normal
532,734,6,53,80,normal
459,497,1,80,443,normal
978,898,1,53,22,normal
749,936,17,23,23,normal
396,35,17,68,53,normal
971,409,6,80,23,normal
773,156,17,22,25,normal
412,816,6,20,68,normal
292,151,6,25,20,normal
728,150,1,79,80,normal
765,983,17,25,53,normal
494,8,6,443,53,normal
391,774,6,20,22,normal
795,558,6,53,80,normal
18,481,6,53,25,normal
628,803,1,20,53,normal
677,313,6,443,443,normal
370,644,17,79,443,normal
333,72,6,53,23,normal
867,74,6,22,80,normal
983,728,6,22,20,normal
898,89,17,20,53,normal
809,961,6,23,79,normal
780,21,6,23,53,normal
556,918,17,20,443,normal
850,747,17,53,80,normal
763,249,6,20,22,normal
841,556,6,22,25,normal
286,793,17,79,25,normal
162,842,17,79,25,normal
44,759,6,53,53,normal
45,653,17,23,443,normal
242,967,6,79,443,normal
726,616,17,68,20,normal
643,389,17,53,68,normal
675,197,17,53,68,normal
616,787,17,22,53,normal
416,595,1,53,23,normal
751,811,17,79,53,normal
703,850,6,80,20,normal
216,483,6,53,53,normal
561,199,6,80,23,normal
558,613,6,53,53,normal
553,653,17,68,443,normal
199,715,17,20,80,normal
990,53,17,443,23,normal
225,169,6,80,53,normal
862,972,17,53,80,normal
836,584,1,22,80,normal
986,290,17,25,23,normal
681,726,6,80,79,normal
479,911,6,20,53,normal
589,448,6,80,443,normal
904,68,1,443,23,normal
265,664,6,80,53,normal
272,36,89,68,23,normal
956,198,17,53,23,normal
785,408,6,53,80,normal
771,891,17,20,80,normal
745,592,6,23,23,normal
60,202,6,80,22,normal
105,607,1,22,80,normal
75,221,17,25,443,normal
84,174,17,53,80,normal
173,364,6,53,80,normal
929,348,6,53,53,normal
600,427,17,22,20,normal
524,860,17,25,53,normal
157,761,6,23,79,normal
149,607,6,80,79,normal
814,331,17,80,79,normal
72,186,1,80,25,normal
49,876,6,25,20,normal
281,937,17,23,80,normal
92,717,17,80,25,normal
302,598,6,53,80,normal
935,86,17,443,23,normal
302,63,17,53,22,normal
336,166,6,80,443,normal
123,190,17,443,20,normal
718,158,17,22,80,normal
840,126,6,25,53,normal
785,280,17,25,20,normal
878,76,6,53,443,normal
268,122,1,80,53,normal
834,675,6,80,80,normal
915,359,6,80,53,normal
458,680,6,80,443,normal
242,789,17,53,80,normal
641,696,17,53,53,normal
633,150,1,68,443,normal
373,447,6,20,20,normal
276,170,17,23,53,normal
575,303,17,53,68,normal
932,42,17,20,23,normal
171,380,1,23,79,normal
45,915,17,53,20,normal
928,649,6,25,53,normal
179,554,17,20,79,normal
721,509,17,23,53,normal
704,979,17,20,22,normal
848,583,6,20,20,normal
329,132,17,53,68,normal
569,261,17,80,80,normal
144,16,1,80,22,normal
153,954,6,443,80,normal
76,748,6,79,53,normal
772,227,6,79,80,normal
677,619,6,25,443,normal
969,338,6,443,25,normal
390,962,17,80,53,normal
858,275,6,53,80,anomaly
237,388,17,53,22,normal
787,828,1,68,23,normal
371,61,6,20,79,normal
223,872,6,80,25,normal
632,701,6,25,80,normal
8,274,6,53,23,normal
231,170,17,22,20,normal
818,147,6,20,23,normal
415,197,17,68,20,normal
536,319,6,68,80,normal
537,732,17,20,20,normal
880,34,6,22,23,normal
697,487,17,80,22,normal
608,268,17,443,53,normal
354,4,17,22,53,normal
117,661,6,25,443,normal
205,240,89,23,53,normal
196,589,6,25,80,normal
285,634,17,20,53,normal
147,956,6,53,22,normal
171,257,6,22,53,normal
527,97,6,25,20,normal
558,282,6,443,25,normal
110,169,6,53,53,normal
741,179,6,80,23,normal
524,7,1,53,53,normal
633,394,6,20,53,normal
89,230,17,53,53,normal
101,892,17,443,80,normal
372,712,17,23,20,normal
177,459,6,443,25,normal
923,128,17,80,23,normal
412,491,17,443,23,normal
744,850,6,80,25,normal
438,188,17,53,25,normal
955,220,1,443,80,normal
17,533,1,68,53,normal
827,919,89,80,20,normal
602,711,17,443,80,normal
283,679,6,25,20,normal
432,112,17,53,53,normal
275,410,6,80,22,normal
353,31,1,23,79,normal
5,830,17,443,68,normal
409,259,89,22,25,normal
228,648,1,79,25,normal
694,855,6,68,79,normal
237,784,6,22,20,normal
243,92,17,80,23,normal
103,782,1,80,80,normal
575,340,17,68,23,normal
1,549,6,23,25,normal
120,243,1,23,22,normal
708,417,17,443,80,normal
115,950,6,25,80,normal
453,227,17,443,80,normal
427,41,6,53,22,normal
49,118,6,25,53,normal
902,297,6,53,68,normal
217,183,1,443,53,normal
831,442,89,80,443,normal
697,656,6,20,80,normal
899,412,6,80,53,normal
875,416,17,53,53,normal
631,550,6,68,25,normal
699,173,17,22,80,normal
660,700,17,53,22,normal
266,825,17,80,80,normal
592,554,17,25,79,normal
157,97,17,53,20,normal
197,659,6,25,20,normal
991,959,6,53,443,normal
462,516,17,80,80,normal
43,959,17,80,20,normal
875,502,1,22,25,normal
548,578,17,22,20,normal
209,325,6,443,23,normal
207,400,17,22,443,normal
224,107,6,80,22,normal
148,865,1,23,53,normal
157,384,17,80,25,normal
375,191,1,23,53,normal
781,734,6,79,53,normal
85,144,17,22,53,normal
274,808,17,68,23,normal
91,511,6,22,443,normal
311,889,6,68,443,normal
455,602,6,443,443,normal
52,478,6,80,53,normal
738,1,89,443,53,normal
738,819,6,79,23,normal
455,291,17,25,443,normal
172,551,1,20,79,normal
111,76,17,53,80,normal
722,506,17,23,22,normal
315,136,17,23,443,normal
696,56,1,79,443,normal
925,887,6,68,20,normal
678,969,17,53,25,normal
454,96,6,80,25,normal
887,995,1,443,53,normal
221,151,1,443,80,normal
811,667,17,80,80,normal
720,335,89,23,80,normal
292,194,1,25,20,normal
738,858,6,80,79,normal
678,502,17,80,25,normal
563,347,89,80,25,normal
86,420,17,53,68,normal
754,546,1,25,25,normal
257,264,17,20,53,normal
981,700,17,80,23,normal
9,82,6,80,23,normal
654,830,17,80,80,normal
100,620,17,443,20,normal
868,55,6,53,79,normal
174,869,17,443,23,normal
777,274,17,80,53,normal
986,340,6,25,80,normal
135,405,17,80,20,normal
644,170,17,53,53,normal
959,427,17,22,53,normal
926,529,17,25,53,normal
504,778,6,80,68,normal
389,382,6,53,20,normal
746,526,17,79,53,normal
67,988,1,23,22,normal
517,335,17,25,20,normal
823,556,6,20,53,normal
347,861,17,25,22,normal
563,685,1,68,25,normal
398,32,6,25,20,normal
911,380,89,80,25,normal
70,306,17,53,80,normal
527,347,1,20,80,normal
366,620,6,25,443,normal
364,738,6,23,20,normal
252,416,6,22,443,normal
637,726,17,443,53,normal
568,798,17,53,443,normal
989,753,6,23,22,normal
833,777,6,80,53,normal
62,436,6,80,53,normal
805,855,17,443,68,normal
672,973,17,22,443,normal
881,49,17,25,53,normal
958,564,6,20,20,normal
900,512,17,80,443,normal
377,534,6,23,79,normal
251,637,17,443,80,normal
76,560,1,22,53,normal
671,117,6,68,53,normal
430,947,17,80,443,normal
429,317,17,443,23,normal
514,505,6,80,25,normal
197,490,1,23,80,normal
969,514,17,20,22,normal
613,32,17,20,25,normal
664,58,1,25,22,normal
736,155,6,80,53,normal
549,609,6,53,443,normal
307,992,17,68,53,normal
152,996,6,23,443,normal
543,151,17,68,443,normal
753,285,17,80,22,normal
681,912,6,23,443,normal
719,307,6,443,79,normal
531,121,17,80,443,normal
44,221,6,23,22,normal
973,87,6,25,80,normal
725,407,6,20,25,normal
569,284,17,20,80,normal
136,12,17,25,80,normal
218,988,6,53,53,normal
940,539,6,23,53,normal
191,422,17,80,25,normal
222,482,17,25,23,normal
363,388,17,22,53,normal
794,816,6,20,68,normal
1,938,17,80,80,normal
921,667,6,68,20,normal
538,455,6,443,80,normal
373,939,17,23,80,normal
857,19,6,68,80,normal
246,100,6,22,68,normal
794,683,6,80,23,normal
123,667,6,25,53,normal
948,725,17,53,25,normal
799,383,17,53,23,normal
286,988,17,53,23,normal
762,639,1,53,68,normal
